total_staked,exchange_rate,last_reconciled_batch_id,current_undelegation_batch_id,last_undelegation_time,last_swap_time,last_reinvest_time,validators,reconciled_funds_to_withdraw,height
983420253261,1.010121360864586144,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070000
983420253261,1.010121360864586144,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070001
983420253261,1.010121360864586144,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070002
983420253261,1.010121360864586144,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070003
983420253261,1.010121360864586144,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070004
983420253261,1.010121360864586144,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070005
983420253261,1.010121360864586144,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070006
983420253261,1.010121360864586144,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070007
983420253261,1.010121360864586144,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070008
983420253261,1.010121360864586144,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070009
983420253261,1.010121360864586144,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070010
983420253261,1.010121360864586144,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070011
983420253261,1.010121360864586144,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070012
983420253261,1.010121360864586144,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070013
983420253261,1.010121360864586144,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070014
983420253261,1.010121360864586144,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070015
983421073545,1.010121360864823025,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070016
983421073545,1.010121360864823025,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070017
983421073545,1.010121360864823025,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070018
983421073545,1.010121360864823025,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070019
983421073545,1.010121360864823025,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070020
983421073545,1.010121360864823025,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070021
983421073545,1.010121360864823025,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070022
983421073545,1.010121360864823025,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070023
983421073545,1.010121360864823025,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070024
983421073545,1.010121360864823025,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070025
983421073545,1.010121360864823025,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070026
983421073545,1.010121360864823025,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070027
983421073545,1.010121360864823025,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070028
983421073545,1.010121360864823025,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070029
983421073545,1.010121360864823025,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070030
983422123545,1.010121360865652152,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070031
983422123545,1.010121360865652152,12,21,1642044603254847383,1642118737742479867,1642118756852131835,"['terravaloper1qd0uk3wrw73x662y2gx4kaulrzlcky6275gl5s', 'terravaloper1t90gxaawul292g2vvqnr3g0p39tw5v6vsk5p96', 'terravaloper1j27nm2gjm0m4lsye8lspa46rax0rw4fge23nnr', 'terravaloper12g4nkvsjjnl0t7fvq3hdcw7y8dc9fq69nyeu9q', 'terravaloper1alpf6snw2d76kkwjv3dp4l7pcl6cn9uyt0tcj9', 'terravaloper1t76s5v5vjawkrr70sh55flpxfcmc3k304qrpvr']",8106342209,6070032
